id,gps_height,longitude,latitude,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type_group,management,payment,water_quality,quantity,source,waterpoint_type,year_rec,month_rec,age
53653,357,39.25661084,-11.00036027,Ruvuma / Southern Coast,Mtwara,90,33,other,60.0,True,VWC,True,2007,gravity,private operator,pay per bucket,soft,enough,spring,communal standpipe,2013,2,6
8511,31,39.41424586,-6.86407492,Wami / Ruvu,Dar es Salaam,7,3,other,140.0,True,VWC,False,1970,mono,vwc,never pay,salty,dry,machine dbh,communal standpipe,2013,3,43
6437,56,33.24487860139598,-3.491473498386441,Lake Victoria,Shinyanga,17,1,other,182.0,True,WUG,False,2010,afridev,wug,other,soft,insufficient,shallow well,hand pump,2013,1,3
45277,1327,37.4910778,-3.33160909,Pangani,Kilimanjaro,3,4,rural,40.0,True,Water Board,True,2008,gravity,trust,pay per bucket,soft,enough,spring,communal standpipe,2013,7,5
53647,63,39.74668461,-7.97349319,Rufiji,Pwani,60,60,other,1.0,True,VWC,False,2006,submersible,vwc,never pay,soft,enough,machine dbh,communal standpipe,2011,2,5
45297,56,33.97936631,-3.23890111,Internal,Shinyanga,17,2,other,229.0,True,WUG,False,1982,nira/tanira,wug,other,soft,enough,shallow well,hand pump,2012,10,30
12871,1530,37.42196854,-3.29371501,Pangani,Kilimanjaro,3,4,rural,1.0,False,VWC,True,1975,gravity,vwc,unknown,soft,insufficient,spring,other,2013,2,38
73567,928,36.5084295,-10.74850931,Ruvuma / Southern Coast,Ruvuma,10,5,other,1350.0,False,WUG,False,2012,other handpump,wug,never pay,soft,insufficient,machine dbh,hand pump,2013,2,1
37196,303,35.81523711,-8.78338526,Rufiji,Morogoro,5,3,other,560.0,True,VWC,True,1997,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2011,3,14
33031,1390,37.20336935,-3.21491165,Pangani,Kilimanjaro,3,5,other,40.0,True,Water Board,True,1995,gravity,water board,other,soft,enough,spring,communal standpipe,2013,2,18
50322,336,37.5433414,-6.25300556,Wami / Ruvu,Morogoro,5,6,other,1.0,True,VWC,True,1986,swn 80,vwc,never pay,salty,insufficient,shallow well,hand pump,2011,2,25
38362,63,39.74080927,-7.9727995,Rufiji,Pwani,60,67,other,1.0,True,VWC,False,2011,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2011,2,0
48934,349,33.19443919,-9.09883623,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,False,2011,nira/tanira,vwc,pay when scheme fails,soft,unknown,shallow well,hand pump,2011,8,0
50098,861,32.40592779,-5.21758945,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,1975,afridev,vwc,pay monthly,soft,insufficient,shallow well,hand pump,2012,10,37
25161,482,30.54228758,-2.45485473,Lake Victoria,Kagera,18,30,other,138.0,True,VWC,False,1997,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,14
69627,56,33.90918145,-3.37959343,Internal,Shinyanga,17,2,other,229.0,True,WUG,False,1993,nira/tanira,wug,other,soft,enough,shallow well,hand pump,2013,1,20
37050,1870,34.75011569,-9.22344364,Rufiji,Iringa,11,4,other,75.0,True,WUA,True,2009,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,2011,4,2
40161,78,39.10171934,-6.94938209,Wami / Ruvu,Dar es Salaam,7,2,other,120.0,False,Private operator,False,2010,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,3,3
8596,169,39.47023515,-10.31607492,Ruvuma / Southern Coast,Lindi,80,23,rural,176.0,False,VWC,False,2006,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,1,7
17636,926,37.39150178,-3.33006813,Pangani,Kilimanjaro,3,4,rural,50.0,True,VWC,True,1975,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,2013,1,38
14577,12,38.36828518,-7.83312697,Rufiji,Pwani,60,53,other,1.0,True,Trust,True,1968,mono,trust,never pay,soft,enough,machine dbh,communal standpipe multiple,2011,2,43
56393,874,31.50241662,-1.37900736,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,1979,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,7,32
12822,814,29.74451779,-4.90341039,Lake Tanganyika,Kigoma,16,3,rural,211.0,True,WUG,True,2009,gravity,vwc,pay monthly,soft,enough,river,communal standpipe multiple,2013,1,4
41075,18,39.21315984,-6.9041875,Wami / Ruvu,Dar es Salaam,7,2,other,200.0,False,WUG,False,2000,submersible,wug,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,3,13
37885,191,32.67466656,-2.50695402,Lake Victoria,Mwanza,19,5,other,157.0,True,VWC,True,2007,other,vwc,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2011,7,4
68842,2215,34.39992998,-9.2028986,Rufiji,Iringa,11,4,other,75.0,True,VWC,True,2000,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,4,11
66015,191,32.99657313,-2.69815842,Lake Victoria,Mwanza,19,7,other,99.0,False,VWC,True,1976,rope pump,vwc,never pay,milky,seasonal,shallow well,other,2011,7,35
21780,874,33.32695083,-8.94169516,Lake Rukwa,Mbeya,12,2,rural,229.0,True,VWC,True,1994,gravity,wug,pay when scheme fails,soft,dry,river,communal standpipe,2011,3,17
6796,1515,35.68302039,-3.33368733,Internal,Arusha,24,30,other,2000.0,True,VWC,True,2002,gravity,vwc,pay per bucket,soft,insufficient,river,communal standpipe multiple,2013,2,11
56069,1936,35.90747564,-8.10527246,Rufiji,Iringa,11,7,other,100.0,True,VWC,True,1975,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,2011,2,36
54247,1478,35.56740003,-3.35150147,Internal,Arusha,24,30,other,150.0,True,VWC,True,2002,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,2013,3,11
40874,861,33.88719913,-9.25222154,Lake Nyasa,Mbeya,12,4,other,132.0,True,Parastatal,False,2002,gravity,parastatal,unknown,soft,enough,spring,communal standpipe,2011,4,9
27638,1659,36.73998632,-3.32785568,Pangani,Arusha,2,2,rural,200.0,True,VWC,True,2007,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,2013,3,6
57276,1318,36.75242786,-3.37995836,Pangani,Arusha,2,3,rural,1.0,False,Water Board,False,2000,gravity,water board,never pay,soft,dry,spring,communal standpipe,2013,3,13
15827,1310,34.57131429,-8.81981039,Rufiji,Iringa,11,4,other,52.0,True,WUA,True,1978,gravity,wua,pay when scheme fails,soft,dry,river,communal standpipe,2011,3,33
59544,291,38.54551297,-5.33639077,Pangani,Tanga,4,6,other,200.0,True,VWC,True,1980,submersible,vwc,pay per bucket,soft,insufficient,river,communal standpipe,2011,3,31
46615,743,32.82148053,-4.13816772,Lake Tanganyika,Tabora,14,1,other,182.0,False,VWC,False,2013,nira/tanira,vwc,never pay,soft,dry,shallow well,hand pump,2012,10,-1
68917,995,35.96255424,-3.74632773,Internal,Manyara,21,1,other,215.0,True,VWC,True,1998,mono,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,2013,3,15
32281,278,36.26390222,-8.19873626,Rufiji,Morogoro,5,3,other,772.0,True,unknown,True,2002,nira/tanira,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,2011,3,9
20795,349,32.59088158,-8.96959243,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,False,2010,afridev,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,2011,8,1
3775,861,32.38284747,-4.83840351,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,2012,afridev,vwc,never pay,soft,dry,shallow well,hand pump,2012,10,0
56610,56,32.45354769,-3.91586944,Lake Tanganyika,Shinyanga,17,3,other,180.0,True,unknown,True,2012,other,wug,unknown,milky,dry,shallow well,other,2012,10,0
14626,1399,37.50437013,-3.28576595,Pangani,Kilimanjaro,3,4,rural,1.0,False,VWC,True,1972,gravity,vwc,never pay,soft,enough,spring,other,2013,3,41
58335,874,33.35159886,-3.95648109,Internal,Tabora,14,2,other,229.0,True,Water authority,True,2000,submersible,vwc,pay per bucket,soft,insufficient,shallow well,communal standpipe multiple,2012,10,12
27434,349,33.09705283,-8.97510223,Lake Rukwa,Mbeya,12,6,other,30.0,True,VWC,False,1987,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,4,24
45224,804,36.05155602,-10.68133544,Ruvuma / Southern Coast,Ruvuma,10,5,other,300.0,True,Parastatal,False,2012,swn 80,parastatal,pay when scheme fails,soft,insufficient,shallow well,hand pump,2013,3,1
21863,1357,34.14670152,-2.8956443,Lake Victoria,Shinyanga,17,1,other,500.0,True,WUG,False,2010,nira/tanira,wug,other,soft,insufficient,shallow well,hand pump,2013,2,3
13646,1985,34.61596943,-9.23451381,Rufiji,Iringa,11,4,other,176.0,True,Water Board,True,2009,gravity,water board,pay annually,soft,enough,river,communal standpipe,2011,3,2
45316,56,32.20760417,-3.5496302,Lake Tanganyika,Shinyanga,17,5,other,157.0,False,unknown,True,1969,nira/tanira,unknown,unknown,unknown,unknown,shallow well,hand pump,2012,10,43
39015,642,33.04654631,-4.94142195,Lake Tanganyika,Tabora,14,3,other,180.0,True,VWC,True,2011,gravity,vwc,unknown,soft,seasonal,rainwater harvesting,communal standpipe,2012,11,1
62036,873,29.82029575,-4.87114047,Lake Tanganyika,Kigoma,16,3,rural,135.0,True,WUG,True,1979,gravity,vwc,pay annually,soft,enough,river,communal standpipe,2013,1,34
19035,176,37.56459767,-7.43700244,Wami / Ruvu,Morogoro,5,2,rural,2500.0,True,VWC,True,1983,swn 80,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,2011,3,28
46630,1618,37.47453487,-3.27769598,Pangani,Kilimanjaro,3,4,rural,1.0,False,Other,True,1972,gravity,other,never pay,soft,enough,river,other,2013,3,41
15059,1186,34.12123407,-1.41547624,Lake Victoria,Mara,20,6,other,450.0,True,unknown,True,2012,other,vwc,unknown,salty,enough,shallow well,hand pump,2012,10,0
32074,1782,34.74653817,-9.08316322,Rufiji,Iringa,11,4,other,75.0,True,VWC,True,2009,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2011,6,2
39871,861,32.299100800000005,-5.21656623,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,2009,afridev,vwc,pay annually,soft,enough,shallow well,hand pump,2012,10,3
32047,820,29.68358924,-4.84805672,Lake Tanganyika,Kigoma,16,3,rural,285.0,True,WUG,True,2009,gravity,vwc,pay monthly,soft,enough,river,communal standpipe multiple,2013,1,4
9958,1233,37.02459694,-3.22854303,Pangani,Kilimanjaro,3,7,other,1.0,True,Water Board,True,2002,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,2013,3,11
38679,1068,31.06281868,-6.34223351,Lake Rukwa,Rukwa,15,1,other,2000.0,True,Water authority,True,2008,submersible,water authority,pay per bucket,salty,enough,machine dbh,communal standpipe,2013,2,5
67067,660,32.58256599,-5.42877859,Lake Tanganyika,Tabora,14,5,other,157.0,True,VWC,True,1995,india mark ii,vwc,never pay,soft,dry,shallow well,hand pump,2012,10,17
45840,861,31.79312147,-5.06363729,Lake Tanganyika,Tabora,14,4,other,132.0,True,VWC,True,1990,afridev,vwc,never pay,soft,enough,shallow well,hand pump,2012,10,22
71345,861,33.63814634,-9.34725446,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2000,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2011,8,11
28783,1035,35.69130865,-10.54982643,Lake Nyasa,Ruvuma,10,4,rural,1500.0,False,Other,True,2004,nira/tanira,other,pay when scheme fails,soft,dry,shallow well,hand pump,2013,3,9
56300,545,38.87028684,-5.38702113,Pangani,Tanga,4,5,other,150.0,True,VWC,False,2008,other,vwc,never pay,milky,enough,shallow well,other,2011,3,3
25363,1382,37.26729771,-3.22010595,Pangani,Kilimanjaro,3,4,rural,25.0,True,Water Board,True,2007,gravity,water board,pay per bucket,soft,enough,river,communal standpipe,2013,3,6
57254,592,36.93134108,-7.30095819,Rufiji,Morogoro,5,1,other,230.0,True,VWC,True,2002,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,2011,3,9
4852,861,33.65193543,-9.32467914,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2009,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,2011,7,2
37650,245,39.63665816,-10.67982097,Ruvuma / Southern Coast,Mtwara,9,4,other,350.0,True,Water Board,True,1982,submersible,vwc,never pay,soft,dry,machine dbh,communal standpipe multiple,2013,1,31
37830,345,39.10158558,-10.84814142,Ruvuma / Southern Coast,Mtwara,90,33,other,1.0,True,VWC,False,2008,gravity,vwc,unknown,soft,enough,spring,other,2013,1,5
55583,1772,34.49639065,-9.81789827,Lake Nyasa,Iringa,11,5,other,35.0,True,VWC,False,1995,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,16
47834,377,37.16706824,-6.24826291,Wami / Ruvu,Morogoro,5,1,other,4000.0,True,VWC,True,1984,submersible,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,2011,4,27
33053,727,33.66320526,-8.71096612,Rufiji,Mbeya,12,7,other,99.0,True,VWC,True,1987,gravity,vwc,pay annually,soft,seasonal,river,communal standpipe,2011,4,24
40053,272,36.68080905,-8.12999407,Rufiji,Morogoro,5,3,other,500.0,True,unknown,True,1982,swn 80,vwc,pay monthly,soft,insufficient,shallow well,hand pump,2011,3,29
35615,1524,36.64058668,-3.31049333,Pangani,Arusha,2,2,rural,150.0,True,VWC,True,1990,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2013,3,23
41935,1619,34.90163805,-11.05041711,Ruvuma / Southern Coast,Ruvuma,10,3,other,96.0,False,VWC,True,2013,gravity,vwc,unknown,soft,enough,spring,communal standpipe,2013,3,0
53719,1170,32.87368409,-1.93930365,Lake Victoria,Mwanza,19,1,other,400.0,False,unknown,True,1996,other,vwc,never pay,soft,insufficient,shallow well,other,2011,7,15
42782,465,37.45064725,-10.87442348,Ruvuma / Southern Coast,Ruvuma,10,1,other,1.0,True,VWC,False,1999,swn 80,vwc,pay per bucket,soft,enough,machine dbh,hand pump,2013,2,14
24343,1736,36.69879469,-3.31207255,Pangani,Arusha,2,2,rural,200.0,True,VWC,True,1998,gravity,vwc,never pay,soft,enough,spring,communal standpipe multiple,2013,12,15
44635,1452,35.06409258,-8.86612073,Rufiji,Iringa,11,4,other,40.0,True,VWC,False,2009,nira/tanira,vwc,pay when scheme fails,soft,enough,hand dtw,hand pump,2011,4,2
46200,1066,37.67215884,-3.1831658,Pangani,Kilimanjaro,3,1,other,1.0,True,Company,True,1975,gravity,company,never pay,soft,enough,spring,communal standpipe multiple,2013,2,38
31185,349,32.56602406,-8.94916584,Lake Rukwa,Mbeya,12,6,other,125.0,False,VWC,False,2009,swn 80,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,2011,8,2
16460,1049,36.70581172,-6.83617592,Wami / Ruvu,Morogoro,5,1,other,150.0,True,VWC,True,1982,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,2011,3,29
17353,1286,35.73815669,-3.46016419,Internal,Arusha,24,30,other,350.0,True,VWC,True,2011,india mark ii,vwc,pay annually,salty,enough,shallow well,hand pump,2013,3,2
5891,743,36.51618034,-6.95925696,Rufiji,Dodoma,1,1,other,137.0,True,VWC,True,2005,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,3,6
24375,473,38.07559199,-4.54241781,Pangani,Kilimanjaro,3,3,other,230.0,True,Water authority,True,2011,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,5,2
5203,213,38.51573858,-10.00853083,Ruvuma / Southern Coast,Lindi,80,43,other,250.0,False,VWC,True,1992,other,vwc,unknown,salty,dry,shallow well,other,2013,1,21
62385,1587,34.7151555,-1.85798608,Lake Victoria,Mara,20,2,other,2145.0,True,WUG,False,1991,rope pump,wug,pay per bucket,salty,enough,spring,hand pump,2012,10,21
56459,377,37.40481808,-6.34130412,Wami / Ruvu,Morogoro,5,1,other,500.0,True,VWC,True,1984,submersible,vwc,pay monthly,soft,insufficient,machine dbh,communal standpipe,2011,4,27
29879,2022,34.68882981,-9.31956182,Rufiji,Iringa,11,4,other,30.0,True,VWC,True,2009,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,2011,2,2
51522,861,31.197825800000004,-3.06126988,Lake Tanganyika,Kagera,18,4,other,132.0,True,VWC,True,2006,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,7,5
35245,103,39.20788621,-7.10454925,Wami / Ruvu,Pwani,60,43,other,898.0,False,Private operator,False,2008,submersible,private operator,pay per bucket,salty,enough,machine dbh,communal standpipe,2011,2,3
40141,191,33.03703397,-2.73245796,Lake Victoria,Mwanza,19,7,other,99.0,True,VWC,True,1984,india mark ii,vwc,pay annually,soft,insufficient,machine dbh,hand pump,2011,7,27
4870,1148,37.38307015,-3.29706015,Pangani,Kilimanjaro,3,4,rural,50.0,True,Parastatal,False,1963,gravity,parastatal,unknown,soft,enough,spring,communal standpipe,2013,2,50
29726,874,33.48557531,-4.29166087,Internal,Tabora,14,2,other,229.0,True,Water authority,False,1973,other handpump,vwc,never pay,salty,enough,machine dbh,hand pump,2012,10,39
43211,1657,35.48442986,-3.67507231,Internal,Manyara,21,3,other,1.0,True,VWC,True,2012,submersible,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,2013,1,1
62320,482,30.66886322,-2.76936635,Lake Victoria,Kagera,18,30,other,138.0,True,VWC,False,1995,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2011,7,16
49299,1391,36.1107805,-7.59424147,Rufiji,Iringa,11,7,other,75.0,True,VWC,True,1984,gravity,vwc,never pay,soft,enough,river,communal standpipe,2011,3,27
35963,743,33.15874526,-4.06302302,Internal,Tabora,14,1,other,182.0,True,VWC,True,2006,india mark ii,vwc,pay annually,salty,enough,machine dbh,hand pump,2012,10,6
24820,1149,37.25761065,-3.26880347,Pangani,Kilimanjaro,3,4,rural,55.0,True,Water Board,True,2007,gravity,water board,pay per bucket,soft,enough,river,communal standpipe,2013,3,6
31300,1162,32.01411201,-6.77104467,Lake Rukwa,Rukwa,15,1,other,200.0,True,VWC,True,1988,india mark ii,vwc,pay annually,soft,insufficient,machine dbh,hand pump,2013,1,25
47524,874,31.74438056,-1.47590537,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,2007,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,7,4
3102,1846,38.24816682,-4.5601011,Pangani,Tanga,4,1,other,1.0,True,VWC,True,1978,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,2011,3,33
65536,1451,35.62308429,-3.38945898,Internal,Arusha,24,30,other,150.0,True,VWC,True,2002,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,2013,12,11
61221,642,36.44772996,-5.96700525,Wami / Ruvu,Dodoma,1,3,other,180.0,True,VWC,True,1993,mono,vwc,pay per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2011,3,18
72699,1571,34.80124546,-5.07590615,Internal,Singida,13,2,rural,1.0,True,VWC,False,1990,other,vwc,unknown,unknown,dry,shallow well,other,2013,2,23
67398,516,37.55797036,-6.88841483,Wami / Ruvu,Morogoro,5,6,other,1.0,True,VWC,True,1982,gravity,vwc,never pay,soft,enough,river,communal standpipe,2011,3,29
13994,1229,30.96893108,-3.19136032,Lake Tanganyika,Kigoma,16,1,other,500.0,True,VWC,False,2007,gravity,water board,unknown,soft,insufficient,rainwater harvesting,communal standpipe,2013,2,6
27826,1279,34.00730654,-1.59475115,Lake Victoria,Mara,20,3,rural,350.0,False,VWC,True,2011,india mark ii,vwc,unknown,soft,enough,hand dtw,hand pump,2012,10,1
1379,743,30.88561963,-1.49721711,Lake Victoria,Kagera,18,1,other,182.0,True,unknown,True,1992,gravity,other,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2011,7,19
2681,49,38.57721268,-6.80214315,Wami / Ruvu,Pwani,6,2,other,400.0,True,VWC,True,2008,mono,vwc,pay per bucket,soft,enough,river,communal standpipe,2011,3,3
53171,743,33.2374527,-4.76889803,Lake Tanganyika,Tabora,14,1,other,182.0,False,VWC,True,1996,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,2013,2,17
2389,292,36.12124979,-8.90152488,Rufiji,Morogoro,5,4,other,400.0,True,unknown,True,1998,swn 80,vwc,other,soft,enough,shallow well,hand pump,2011,3,13
55799,985,35.84442416,-3.34353549,Internal,Arusha,2,1,other,1.0,False,WUA,False,2000,gravity,wua,never pay,soft,enough,spring,communal standpipe,2013,3,13
59952,53,39.09277656,-6.64932736,Wami / Ruvu,Dar es Salaam,7,1,other,148.0,True,VWC,False,2010,submersible,vwc,pay per bucket,soft,enough,river,communal standpipe,2013,3,3
13243,56,34.23148444,-3.22024548,Internal,Shinyanga,17,6,other,125.0,True,WUG,True,2009,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,2012,10,3
52845,1742,35.4528889,-8.06827112,Rufiji,Iringa,11,1,rural,1.0,True,VWC,True,1987,other,vwc,pay monthly,soft,dry,machine dbh,other,2011,2,24
7141,291,36.39735636,-8.15442593,Rufiji,Morogoro,5,3,other,200.0,True,Water Board,True,1979,gravity,vwc,pay per bucket,soft,insufficient,river,communal standpipe,2011,3,32
36793,727,33.64079888,-8.77534609,Rufiji,Mbeya,12,7,other,99.0,True,VWC,True,1996,gravity,vwc,pay annually,soft,seasonal,river,communal standpipe,2011,4,15
28913,1370,36.73423704,-3.37780715,Pangani,Arusha,2,3,urban,3500.0,True,Water authority,False,2000,gravity,water authority,never pay,soft,enough,spring,communal standpipe,2013,3,13
22001,704,37.44576148,-3.4899289,Pangani,Kilimanjaro,3,4,rural,100.0,True,Water Board,True,2008,submersible,water board,pay per bucket,soft,enough,machine dbh,communal standpipe,2013,11,5
38907,1722,34.50113999,-9.87813003,Lake Nyasa,Iringa,11,5,other,1.0,True,VWC,True,1992,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,2,19
11162,191,33.091564197786525,-2.6205017775686295,Lake Victoria,Mwanza,19,6,other,125.0,True,VWC,True,1986,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2011,7,25
31701,979,36.82027521,-3.49159788,Pangani,Arusha,2,2,rural,150.0,True,VWC,True,2009,gravity,vwc,pay per bucket,soft,insufficient,spring,communal standpipe,2013,3,4
19800,1285,30.88187792,-3.18549614,Lake Tanganyika,Kigoma,16,1,other,150.0,True,VWC,False,2012,gravity,vwc,unknown,soft,insufficient,spring,improved spring,2013,2,1
68622,2084,34.645526700000005,-9.35154464,Rufiji,Iringa,11,4,other,100.0,True,VWC,True,2008,gravity,parastatal,pay monthly,soft,enough,spring,communal standpipe,2011,3,3
36197,56,33.62862181,-3.55583812,Internal,Shinyanga,17,8,other,87.0,True,WUG,False,1962,other,wug,unknown,soft,enough,shallow well,other,2012,10,50
41645,56,33.49631152,-3.24708194,Lake Victoria,Shinyanga,17,2,other,229.0,True,WUG,False,2002,other,wug,never pay,soft,enough,machine dbh,other,2013,2,11
41299,1666,34.83058382,-10.992038699999998,Lake Nyasa,Ruvuma,10,3,other,30.0,False,VWC,True,1994,gravity,vwc,unknown,soft,dry,spring,communal standpipe,2013,3,19
63689,1805,34.32024825,-9.47784565,Lake Nyasa,Iringa,11,3,other,180.0,True,VWC,False,1996,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2011,3,15
64196,377,37.14536739,-6.18470422,Wami / Ruvu,Morogoro,5,1,other,76.0,True,VWC,True,1984,submersible,vwc,pay per bucket,salty,enough,machine dbh,communal standpipe,2011,4,27
3309,303,35.8820391,-8.60771519,Rufiji,Morogoro,5,3,other,650.0,True,unknown,True,2006,other,vwc,never pay,soft,insufficient,shallow well,other,2011,3,5
60962,56,33.84770714,-3.21613706,Lake Victoria,Shinyanga,17,2,other,229.0,True,Water authority,False,2006,mono,water authority,pay per bucket,soft,enough,dam,communal standpipe multiple,2012,10,6
69933,743,30.95408876,-1.25234042,Lake Victoria,Kagera,18,1,other,182.0,True,WUG,True,2012,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2011,7,-1
58960,861,33.80182327,-9.12610909,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2011,other,vwc,never pay,soft,enough,river,communal standpipe,2011,7,0
52915,1570,34.39635791,-4.27187884,Internal,Singida,13,1,other,445.0,True,Parastatal,True,2008,submersible,parastatal,never pay,soft,insufficient,machine dbh,communal standpipe multiple,2013,1,5
24332,874,31.54123287,-1.49437577,Lake Victoria,Kagera,18,2,rural,229.0,True,VWC,True,1983,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,2011,7,28
46346,743,32.88528299,-4.13364812,Lake Tanganyika,Tabora,14,1,other,182.0,False,VWC,False,2004,other,vwc,never pay,soft,seasonal,shallow well,other,2012,10,8
73840,1575,34.83820813,-4.55049119,Internal,Singida,13,2,rural,150.0,True,VWC,False,1990,mono,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe,2013,3,23
20540,363,38.93224483,-10.25041623,Ruvuma / Southern Coast,Lindi,80,53,other,1200.0,True,VWC,True,1989,nira/tanira,vwc,never pay,salty,insufficient,shallow well,hand pump,2013,1,24
25032,861,33.75572064,-9.16481034,Lake Nyasa,Mbeya,12,4,other,132.0,True,VWC,False,2007,gravity,vwc,never pay,soft,enough,river,communal standpipe,2011,7,4
55800,1264,30.12864527,-4.66910285,Lake Tanganyika,Kigoma,16,2,other,1900.0,True,Water authority,False,1987,swn 80,water board,pay monthly,soft,enough,machine dbh,hand pump,2013,1,26
30448,185,38.76953995,-5.04383333,Pangani,Tanga,4,3,other,250.0,True,VWC,False,1993,gravity,vwc,never pay,soft,seasonal,spring,communal standpipe,2011,3,18
31637,509,38.12958248,-5.19415568,Pangani,Tanga,4,6,other,1000.0,True,VWC,False,2002,nira/tanira,vwc,pay per bucket,soft,enough,shallow well,hand pump,2011,3,9
57334,56,33.27670058,-3.83159179,Internal,Shinyanga,17,3,rural,180.0,False,Parastatal,True,1972,other,parastatal,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2012,10,40
19040,1332,30.6024312,-3.49675638,Lake Tanganyika,Kigoma,16,1,other,700.0,True,VWC,False,2006,india mark ii,vwc,unknown,soft,enough,machine dbh,hand pump,2013,2,7
16127,2075,33.95976743,-8.97128354,Rufiji,Iringa,11,3,other,180.0,False,VWC,False,1974,gravity,vwc,pay when scheme fails,soft,enough,spring,communal standpipe,2011,3,37
18166,874,33.35096936,-8.87876073,Lake Rukwa,Mbeya,12,2,rural,229.0,True,VWC,True,1990,gravity,wug,pay when scheme fails,soft,enough,river,communal standpipe,2011,3,21
37428,727,31.425335,-1.21441426,Lake Victoria,Kagera,18,7,other,99.0,True,VWC,True,2000,nira/tanira,vwc,pay monthly,salty,insufficient,shallow well,hand pump,2011,7,11
60465,364,39.12416961,-10.85641275,Ruvuma / Southern Coast,Mtwara,90,33,other,63.0,True,VWC,True,2008,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2013,2,5
38724,1791,34.17433595,-9.47131866,Lake Nyasa,Iringa,11,3,other,180.0,True,VWC,False,1995,gravity,vwc,never pay,soft,enough,spring,communal standpipe,2011,3,16
56443,861,35.89290396,-5.47261693,Internal,Dodoma,1,4,other,132.0,True,VWC,True,1960,mono,vwc,unknown,soft,dry,machine dbh,communal standpipe multiple,2011,3,51
13307,1773,34.83495637,-11.004714,Lake Nyasa,Ruvuma,10,3,other,30.0,False,VWC,True,1995,gravity,vwc,unknown,soft,dry,spring,communal standpipe,2013,3,18
